input,code
CORPORATE REAL ESTATE PORTFOLIO COORDINATOR,6232
SENIOR ENGINEER,2148
PROJECT LEAD,411
WAREHOUSE WORKER,7452
CUSTOMER SERVICE,6552
RESOURCE NETWORK COORDINATOR,124
MAINTENANCE WORKER,8431
MANAGER,114
EQUIPMENT OPERATOR,7521
DIRECTOR OF CLIENT SOLUTIONS,621
SALES CONSULTANT,6421
MANAGEMENT CONSULTANT,1122
CENTRAL TELLER,6551
COMPUTER ANALYST,2171
MAINTENANCE HELPER,6733
CARPENTER,7271
TEACHER,4032
CARPENTRY INSTRUCTOR,4021
HEAVY DUTY MECHANIC,7312
RAILWAY CAR INSPECTOR,2262
REGISTERED POLYSOMOGRAPHIC TECHNOLOGIST,3217
PRINCIPAL OWNER,5244
CLIENT DOCUMENT ADMINISTRATOR,1431
TEACHER,4032
SENIOR PROCESSING SUPERVISOR,111
SUPERVISOR - ADMINISTRATION,1211
CLERK,1411
HOUSEKEEPER,6731
"labourer, safety watch",2264
GREENHOUSE WORKER,8432
MASSAGE THERAPIST,3236
CONSTRUCTION MANAGER,711
"assistant manager, retail",621
SOFTWARE DEVELOPER,2174
TEACHER,4032
RENTAL UNIT MANAGER,1224
TEACHER ASSISTANT,4413
quality auditor,9447
FARMER,821
KITCHEN WORKER,6711
TEACHER,4032
"music director, program director",5131
head custodian,6315
LOANS CLERK (SUPPORT),1434
TRUCK DRIVER,7511
CARPENTER DAY-JOB,7271
"INSTRUCTOR, VOCATIONAL COLLEGE",4021
PROPRIETOR AND SHIFT SUPERVISOR,632
LIBRARY ASSISTANT,1451
OIL FIELD OPERATOR,9232
"BUSINESS MANAGER,  FINANCIAL PLANNER",1114
PETROLEUM LANDMAN NEGOTIATOR,1225
ELECTRICIAN,7241
NETWORK TECHNICIAN,2281
TEACHER AID,4413
SUBSTITUTE TEACHER,4032
TEACHER,4032
ACCOUNTS PAYABLE CLERK,1431
OFFICE ADMINISTRATOR,1221
SOCIAL WORKER,4152
MANAGER,114
ADMINISTRATIVE ASSISTANT,1241
TEACHER,4032
SYSTEM ENGINEER,2173
DIRECTOR ADULT FAITH FORMATION,4217
WRITER,5121
SERVICE TECHNICIAN ELECTRICIAN,7313
OWNER MANAGER,821
LAND DEVELOPER,711
MANAGERS SECRETARY,1241
HOLISTIC HEALTH PRACTITIONER,3232
DENTAL HYGIENIST,3222
STAFF NURSE,3012
HIGH SCHOOL TEACHER,4031
"SERVICE PERSONNEL,  COOK & NIGHT SUPERVISOR",6322
PROPERTY MANAGEMENT,1224
DATA IMPUT,1422
SENIOR ACCOUNTANT,1111
CHILDREN'S SERVICES COORDINATOR,1451
SALES ASSOCIATE,6232
LIBRARIAN,5111
DOCTOR,3112
EXECUTIVE ASSISTANT,1222
ACCOUNTANT,1111
TEACHER,4214
"GEOGRAPHIC INFORMATION SYSTEMS, MAPPING SPECIALIST",2255
MANAGER,7301
DEMONSTRATOR,6623
COORDINATOR,1211
SCAFFOLDING,7611
X-RAY TECHNOLOGIST TWO,3215
VICE PRESIDENT EXPLORATION,2113
SENIOR GEOLOGICAL ADVISOR,2113
LIBRARIAN,5111
"EXECUTIVE DIRECTOR, CIVIL SERVICES",414
PHARMACY MANAGER,3131
CONTROLLER,1111
GENERAL MANAGER - STUDENTS' UNION,14
ACCOUNTING CLERK,1431
PHARMACIST,3131
MANAGER IN INFORMATION TECHNOLOGY,213
FREELANCE EDITOR PROOFREADER,5122
OFFICE CLERK,1243
LABOURER,9431
ELEMENTARY SCHOOL TEACHER,4032
OFFICE CLERK,1411
POST OFFICE CLERK,1511
"OPTOMETRIST, BUSINESS OWNER",3121
PARTNER,1111
SALES REPRESENTATIVE - GROUP INSURANCE,6231
Special Needs Teacher Assistant,4413
crisis intervention and resource,4212
LAND MANAGEMENT SPECIALIST,1225
MANAGER,631
COMMUNITY DISABILITY WORKER,4212
EMPLOYMENT STANDARDS OFFICER,4168
"FORESTRY CONSULTANT,  PROJECT MANAGEMENT",2122
STRATEGIST,411
FINANCIAL EXECUTIVE,111
MANAGER & SURVEYOR,2154
TAXI DRIVER,7513
LABORATORY MANAGER,212
SEAMSTRESS,6342
MANAGER,1121
OWNER MANAGER,911
LEGAL ASSISTANT,1242
SENIOR ACCOUNTS CLERK,1431
TEACHER AIDE,4413
FINANCIAL ANALYST,1112
GENERAL MANAGER,714
OPERATOR,1123
CAREGIVER FOR SENIORS,4412
INDUSTRIAL ELECTRICAL CONTROLS DESIGNER,2133
OPTICIAN,3231
MEDICAL TRANSCRIPTIONIST,1251
REGISTERED NURSE,3012
PERSONAL SUPPORT PROVIDER,4412
WAITRESS,6513
admitting clerk,1414
TEAM MANAGER,131
REGISTERED NURSE STAFF NURSE,3012
BUSINESS DEVELOPMENT MANAGER,125
OFFICE CLERK,1411
WAREHOUSE SUPERVISOR,1215
ADMINISTRATIVE ASSISTANT,1241
CERTIFIED MANAGEMENT ACCOUNTANT,111
OFFICE CLERK,1411
greenhouse operator,822
EDUCATIONAL ASSISTANT,4413
TEACHER,4032
CRAFT STORE OWNER,621
RIG SUPERVISOR,8222
ACCOUNTING BOOKKEEPER,1311
BOX LIFTER,7452
CONTRACTOR,8252
INVENTORY CLERK,1524
FINANCE & INFORMATION SERVICE DIRECTOR,111
REGISTERED NURSE,3012
SUPPLY CHAIN MANAGEMENT,113
UNIT CLERK,1243
FARMING,821
EXECUTIVE ASSOCIATE,311
EXECUTIVE DIRECTOR,14
ANCILLARY TRAINING INSTRUCTOR,433
CLINICAL SYSTEMS INSTRUCTION,3012
COORDINATOR CONSULTANT,4165
MACHINE SHOP SUPERVISOR,4031
ENGLISH AS A SECOND LANGUAGE TEACHER,4021
TRUCK DRIVER,7511
REALTOR,6232
CAREGIVER,4411
ASSISTANT MANAGER,124
FAMILY THERAPIST,4153
"INFORMATION MANAGER, QUALITY ASSURANCE",431
REGISTERED NURSE,3012
RECRUITER,1223
OFFICE ASSISTANT,1434
MUSEUM EDUCATOR,5212
MEDIA AGENT,1123
FINANCIAL ANALYST,1112
LEGAL ASSISTANT,1242
NURSING INSTRUCTOR,4021
CUSTOMER SERVICE SPECIALIST,6552
REGISTERED NURSE,3012
MANAGER,311
POSTAL CLERK IN A POST OFFICE,1511
CHIEF POWER ENGINEER,9241
"REGULATOR,  CORPORATE GOVERNANCE",2262
RECLAMATION SPECIALIST AND CHIEF EXECUTIVE OFFICER,14
THERMAL OPERATOR,9241
PHYSIOTHERAPIST,3142
REGIONAL MANAGER - ESTATE AND FINANCIAL PLANNING,122
SCHOOL ASSISTANT,4413
SALES MANAGER,124
PARTNER  SENIOR ACCOUNTING TECHNICIAN,1311
BOOKKEEPER,1311
LEISURE CONSULTANT (TRAVEL AGENT),6521
MECHANIC,7312
WAREHOUSE WORKER,7452
EDUCATIONAL ASSISTANT,4413
FARMING,821
DIRECTOR LANGUAGE DEPARTMENT,14
PROFESSOR,4011
COMMUNITY LIFESKILLS WORKER,4212
RETAIL STORE CLERK,6421
CARE GIVER,4212
ORGANIZER,14
EXECUTIVE ASSISTANT,1222
"CARETAKING, CLEANING",6731
LUNCH AIDE ASSISTANT,4413
CORRECTIONAL OFFICER II,4422
BIOLOGIST,2121
EDUCATIONAL ASSISTANT,4413
property manager,1224
COURT INTERPRETER,5125
SALES CLERK,6421
FIREFIGHTER,4312
RECORDS DOCUMENT MANAGER,1253
OFFICE CLERK,1411
MAINTENANCE MAN,6733
TEACHER,4032
DISASTER EVALUATOR,1312
CUSTOMER SERVICE REPRESENTATIVE,6231
ASSISTANT MANAGER,621
OWNER,621
FARMER,821
SYSTEM INFORMATION TECHNOLOGY ANALYST,2171
"OFFICE MANAGER, BOOKKEEPER",1311
FARMER,821
WORKING FOREMAN - WELDING,7201
OCCUPATIONAL THERAPIST,3143
"GARDENER, FARMER",821
ACCOUNTING TECH,1311
CALL CENTRE,6552
COMMUNITY INVESTMENT SPECIALIST,1123
SENIOR CONSULTANT IN PUBLIC RELATIONS,1123
MECHANICAL CONSTRUCTION CONSULTANT (OILFIELD),711
COMMERCIAL VEHICLE REPAIR FACILITY,7301
GRAPHIC ARTIST,5241
WELDING FOREMAN,7201
ADMINISTRATIVE ASSISTANT,1241
MILLWRIGHT,7311
CASHIER,6611
REAL ESTATE ASSOCIATE,6232
SALES CLERK,6421
TEAM LEADER,2148
HAIRSTYLIST,6341
EDUCATION ASSISTANT,4413
PERMIT COORDINATOR,4161
PROCUREMENT MANAGER,113
"PARKING ENFORCEMENT,  PEACE OFFICER",4311
ACCOUNTANT,1111
BRAND INSPECTOR,2222
TRUCK DRIVER,7511
maintenance supervisor,9215
UNIT SECRETARY,1243
FARMER,821
VICE PRESIDENT AND ENGINEERING CORPORATE DEVELOPMENT,16
Assistant prinicpal,422
Teacher - junior high,4031
OWNER  BOSS,6231
"PROGRAMMER,  APPLICATION SUPPORT",2174
BUILDING INSPECTOR,2264
PARTNER,1111
MEDICAL LABORATORY SUPERVISOR,3211
TEAM LEADER ACUTE CARE,3012
OCCUPATIONAL HEALTH NURSE,3012
SITE MANAGER FOR TWO RURAL HOSPITALS,311
TEACHER,4032
INDIAN MONEYS OFFICER,4168
SUPPORT WORKER FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES,3413
EMERGENCY COMMUNICATIONS OFFICER,1525
INTENSIVE CARE REGISTERED NURSE,3012
COORDINATOR OF SOFTWARE FOR ACCOUNTING,2173
MECHANIC,7321
CUSTOMER SERVICE REPRESENTATIVE,6551
MANAGER OF A UNIVERSITY PROGRAM,421
ARTISTIC DIRECTOR BALLET MASTER,5134
ADMINISTRATION SUPPORT,1411
PEST CONTROL MANAGEMENT,7444
REGISTERED NURSE,3012
COMPUTER PROGRAMMER TRAINER,2174
KEY ACCOUNT MANAGER FOOD SERVICE,6411
ADMINISTRATIVE ASSISTANT,1241
SALES ASSOCIATE,6421
PAGE,1451
CUSTOMER SERVICE REPRESENTATIVE,6551
INSTRUMENT MECHANIC,2243
ACCOUNTING TECHNICIAN,1311
AIRLINE PURSER,6522
COMMUNITY HEALTH NURSE,3012
GRADE 5 CLASSROOM TEACHER,4032
NHL OFF-ICE OFFICIAL,5253
DENTAL HYGIENIST,3222
FINE ARTIST,5136
HEALTH RECORDS CLERK,1411
SUBSTITUTE TEACHER,4032
GEOPHYSICIST,2113
GEOLOGIST MANAGER,2113
FARMER,821
REPROGRAPHIC SPECIALIST PUBLICATIONS,5211
NURSE CLINICIAN,3012
FIRST OFFICER,2271
TRAVEL CONSULTANT RETAIL SALES,6521
"FITTER,  WELDER",7237
PARALEGAL,4211
PARTNER,711
SENIOR DESIGN SPECIALIST,2173
REGISTERED NURSE,3012
AUTOMOTIVE DETAILER,6732
SUPERVISE MOVING DRILLING RIGS IN OILFIELD,8222
ACCOUNTANT,1111
"MANAGER SUPERVISOR, PROJECTS",731
SUBSTITUTE TEACHER,4032
SCHOOL SECRETARY,1241
ADMINISTRATIVE ASSISTANT,1241
PUBLIC PRACTITIONER,1111
SENIOR INFORMATION TECHNOLOGY DESKTOP SUPPORT ANALYST,2171
ADMINISTRATIVE ASSISTANT,1241
FINANCIAL ADVISOR,1114
SECRETARY,1241
ELECTED COUNCILLOR,11
FOSTER PARENT,4411
HEALTH AND SAFETY MANAGER,4161
CLINICAL BIOCHEMIST,2112
NEWSPAPER PHOTOGRAPHER,5221
CONSTABLE,4311
PIANO INSTRUCTOR,5133
FIRE FIGHTER,4312
TEACHER,4032
CUSTODIAN,6733
LABORATORY TECHNOLOGIST,3211
ASSISTANT CHILDCARE SUPERVISOR,4214
SEAMSTRESS,6342
REGISTERED NURSE,3012
PROGRAM AND POLICY ADVISOR,4168
"HEATING, VENTILATION, AIR CONDITIONING TECHNICIAN",7313
EDUCATIONAL ASSISTANT,4413
RANCH MANAGER,821
B pressure welder,7237
PSYCHOMETRIST,4169
WELDER,7237
CLINIC ASSISTANT,3413
ADMINISTRATIVE ASSISTANT,1241
QUALITY ASSURANCE TESTER,9465
RECEPTION,1414
VICE PRESIDENT OPERATIONS,15
FARMER,821
"WRITER, EDITOR",5121
SALES PERSONAL SEAMSTRESS,6342
team leader,4212
NANNY,4411
PROFESSIONAL DRIVER,7511
AUTOBODY SERVICE ADVISOR,7322
SECRETARY,1241
MEDICAL OFFICE ASSISTANT,1243
RANCHER,821
BRANCH MANAGER,122
CASHIER MANAGER,621
TEACHER,4032
BUILDING RENOVATIONS WORKER,7611
DATA INTEGRITY ANALYST,2172
CONSULTANT,6411
BRICKLAYER,7281
COMMUNITY REHABILITATION WORKER,4212
PLANT MANAGER,911
TEACHER,4032
HEAD GARDENER,2225
PERSONAL CARE AID,3413
FINANCIAL CONSULTANT,1114
BULK MILK HAULER,7511
financial aid administrator,114
REGISTERED NURSE,3012
SALES ASSOCIATE,6421
OFFICE ASSISTANT,1411
FINISHING CARPENTER,7271
FARMER,821
JANITORIAL,6733
FOOD SERVICES WORKER,6711
OUTSIDE SALES,6411
VICE PRESIDENT MARKETING,13
ADMINISTRATIVE ASSISTANT,1241
LABORATORY ASSISTANT,3212
"ADMINISTRATION, OFFICE CLERK",1411
SP. EDUCATION COORDINATOR,4166
POSTAL CLERK,1511
PURCHASER WAREHOUSE,1225
MANAGER,114
RODPERSON FOR SURVEYING,7621
BOOKKEEPER,1311
TRUCK DRIVER,7511
GEOLOGIST,2113
PHYSICAL THERAPIST,3142
LEGAL ASSISTANT,1242
MARKETING REPRESENTATIVE,1123
senior programmer analyst,2174
COMMERCIAL LOANS OFFICE,6235
CHILDCARE WORKER,4214
"CONSTRUCTION SERVICE TECHNICIAN, HOME RENOS",712
MANAGER,811
ASSISTANT MANAGER,621
CONSTABLE,4311
TEACHER,4032
principal,422
REGISTERED NURSING SUPERVISOR,3011
ACCOUNTING TECHNICIAN,1311
BOOKKEEPER,1311
ACCOUNTANT,1111
FARMER'S WIFE,8252
NEWSPAPER CORRESPONDENT,5123
LIBRARY AIDE,1451
FARMER,821
HORTICULTURIST,2225
FULFILLMENT MANAGER,113
RANCHER,821
"LANDSCAPE ARCHITECT, OWNER",2152
SALES CLERK,6421
"EXECUTIVE SECRETARY,  ADMINISTRATOR",1241
PARTNER AT MARKETING AGENCY,124
EDUCATIONAL ASSISTANT,4413
SCHOOL PSYCHOLOGIST,4151
MANAGER,1224
SENIOR PROPERTY MANAGER,1224
JOINT VENTURE ANALYST,1112
DRIVER,7512
ARBORIST,2225
REGISTERED NURSE- STAFF NURSE,3012
ADMINISTRATIVE ASSISTANT,1241
NETWORK AND SYSTEMS ADMINISTRATOR,2281
"OFFICE CLERK, RECEPTIONIST",1414
REGISTERED DENTAL ASSISTANT,3411
PARTS SALESMAN,6221
SEASONAL RETAIL WORKER,6421
INFORMATION SYSTEMS PROJECT MANAGER,213
GENERAL MANAGER,621
REPAIR AND MAINTENANCE WORK,6733
SELF EMPLOYED,7283
STORESMAN,1522
ARENA MANAGER,714
REGISTERED NURSE,3012
DIRECTOR  QUALITY ASSURANCE,311
TRAINING CONSULTANT,1121
CHIEF EXECUTIVE OFFICER,14
CUSTOMER SERVICE REPRESENTATIVE,6552
DRAFTING TECHNICIAN,2253
MEDICAL PROFESSIONAL OCCUPATIONAL THERAPIST,3143
TEACHER,4032
CONFERENCE SERVICES MANAGER,651
ASSOCIATE LAWYER,4112
VICE PRESIDENT INFORMATION SYSTEMS,213
"PRINCIPAL (JUNIOR HIGH, SENIOR HIGH SCHOOL)",422
CONSULTING PRODUCTION AGRONOMIST,2123
CREATIVE DIRECTOR,5131
CORPORATE PILOT,2271
plant operator,9232
SENIOR CONSULTANT,2171
SENIOR STORE MAN,1524
ADMINISTRATIVE SUPPORT 4,1411
"PROGRAMMER, ANALYST",2233
EXECUTIVE DIRECTOR,14
SALESMAN,6221
VICE PRESIDENT OF OPERATIONS,16
TEACHER,4032
"FINANCE MANAGER, CONTROLLER",111
ADMINISTRATIVE ASSISTANT,1241
SENIOR SALES SPECIALIST,6221
teacher,4031
PHYSICIAN,3112
ART TEACHER,5136
"OWNER,  PRINCIPLE, DESIGNER",2151
Derrickman,8412
DATABASE ADMINISTRATOR,2172
FARMING,821
CORPORATE DIRECTOR AND SENIOR PROJECT MANAGER,13
"MEDICAL RESEARCH TECHNOLOGIST, HIV LAB",3211
GENETICS LABORATORY TECHNOLOGIST,3211
CONTRACT GAS FIELD OPERATOR,9232
EXECUTIVE ASSISTANT TO THE PRESIDENT,1222
COMMUNICATIONS ADVISOR,1123
OFFICE CLERK,1411
SUBSTITUTE TEACHER,4032
CERTIFIED FINANCIAL PLANNER,1114
EQUIPMENT TRUCK DRIVER,7511
SENIOR VICE PRESIDENT,13
HOTEL HEAD HOUSE KEEPER,6315
OWNER,7271
CERTIFIED MANAGER,621
SENIOR PIPING DESIGNER,2253
CONTRACT ADMINISTRATOR,1225
GENERAL PRACTITIONER,3112
APPOINTMENT COORDINATOR,1414
LINE ASSEMBLY,9527
ENGINEERING CONSULTANT,2132
SYSTEMS ANALYST,2171
OPERATOR,9231
"SEWING, QUILTING TEACHER",4021
PROPERTY MANAGER,1224
RECEPTIONIST,1414
PETROLEUM ENGINEER,2145
CASH BALANCER,1431
SENIOR WAREHOUSEMAN,7452
PARTSPERSON  PURCHASER,1522
ASSISTANT PROFESSOR OF BUSINESS,4011
OFFICE ADMINISTRATION SUPERVISOR,1211
OFFICE ADMINISTRATOR,1221
TEACHER,4032
REGISTERED NURSE,3012
TRAVEL CONSULTANT,6521
COMBINATION TECHNICIAN,7246
LONG DISTANCE TRUCK DRIVER,7511
PERSONAL SUPPORT AIDE,3413
PILOT,2271
NURSE,3012
TEACHER,4032
GROCERY CASHIER SUPERVISOR,6211
SERVICE TECHNICIAN,7313
MILITARY POLICEMAN,4311
TEACHER,4032
BUSINESS DEVELOPMENT REPRESENTATIVE,4163
EXECUTIVE PRESIDENT,15
MEAT DEPARTMENT MANAGER,621
ENGINEERING,2145
PRINCIPAL,422
PUBLIC HEALTH NURSE,3012
ADMINISTRATIVE COORDINATOR,1221
GRAPHIC DESIGNER,5241
leak technician,2231
ASSOCIATE PROFESSOR,4011
ASSOCIATE PROFESSOR,4011
HOUSE CLEANER,6731
CONCESSIONAIRE,631
COORDINATOR WEBSITE,2175
FOREMAN,7205
BOOKKEEPING,1311
MANAGER OF NURSING UNITS,311
LUBRICATION SALES CONSULTANT,6411
DRYWALL APPLICATOR,7284
MEDICAL LAB ASSISTANT,3212
NURSING AIDE,3413
ACCOUNTANT,1111
SALES CLERK,6421
CERTIFIED GENERAL ACCOUNTANT,1111
TRUCK DRIVER,7511
HIGH SCHOOL VICE PRINCIPAL,422
LETTER CARRIER,1512
FARMER,821
INDEPENDENT INSURANCE ADJUSTER,1312
OILFIELD PRODUCTION OPERATOR,9232
TEAM LEADER,423
ACTIVITY COODINATOR,3414
EQUIPMENT PLANNER,125
NUCLEAR MEDICINE TECHNOLOGIST,3215
TEACHER,4032
COURTESY DESK ASSOCIATE,6552
LIBRARY TECHNICIAN,5211
SECOND COOK,6322
COMPUTER DRAFTING AND ESTIMATING,2253
"FIRE DEPARTMENT, DEPUTY CHIEF",432
Commercial Retail Sales,6421
ADMINISTRATOR,1221
DIRECTOR  LABOUR RELATIONS,14
material handler,7452
"CONSULTANT, HUMAN RESOURCE SYSTEM IMPLEMENTATION",1121
RETAIL BOUTIQUE OWNER AND MANAGER,621
REGISTERED NURSE,3012
OFFICE MANAGER IN A MEDICAL OFFICE,1221
GREENHOUSE OPERATOR,822
REAL ESTATE BROKER,6232
PRESIDENT,16
HOUSEKEEPING AIDE,6731
GENERALIST TEACHER,4032
ACCOUNTING TECHNICIAN,1311
RANCHER,821
AUDIO VISUAL TECHNICIAN,5225
ADMINISTRATIVE ASSISTANT,1243
CHILD CARE,4214
COURIER,7514
high school math teacher,4031
"CLINICAL QUALITY IMPROVEMENT CONSULTANT, REGISTERED NURSE",1122
GUARD,6541
DIRECTOR TREASURER,111
FARMER,821
LIBRARY CLERK,1451
FARMER,821
LEGAL ASSISTANT,1242
ASSISTANT SUPERINTENDENT,7304
SENIOR PLANNER,414
OFFICE ADMINISTRATOR,1221
COORDINATOR OF HEALTH SERVICES,311
MECHANICAL MAINTENANCE SUPERVISOR,7301
CHILDCARE PROVIDER,4214
OUTREACH WORKER,4212
REGISTERED NURSE,3012
BOOKSTORE CLERK,6421
MARKETING CONSULTANT,4163
PHARMACIST,3131
PAROLE OFFICER,4155
CONSULTING ENGINEER,8222
systems test analyst,2171
EDUCATIONAL CONSULTANT AND RESEARCHER,4166
FARMER,821
REGISTERED NURSE,3012
Lands Right of Way specialist,125
TECHNICAL SPECIALIST,2148
INSURANCE ADVISOR,6231
MANAGER FINANCIAL AID OFFICE,111
ENERGY ANALYST,4162
PORTER,3413
OFFICE RECEPTIONIST,1414
EDITORIAL ASSISTANT,1452
EVENT MANAGER,1226
SYSTEM ADMINISTRATOR,2281
REGISTERED NURSE,3012
OPERATOR,423
PIPELINE SALES MANAGER,601
OPERATIONS ASSISTANT,1241
SECRETARY,1241
DENTAL ASSISTANT,3411
sander labourer,7522
AGENT,6232
"FOREMAN, OWNER",8255
SENIOR GEOLOGIST,2113
TELLER-CUSTOMER SERVICE REPRESENTATIVE,6551
PHYSICAL THERAPIST,3142
SOCIAL WORKER,4152
OWNER OPERATOR STUCCO CONTRACTOR,7205
MANAGER,811
LAND CONSULTANT,1225
ART DIRECTOR,124
"CASHIER,  MECHANDISER",6611
RANCHER,821
CONSULTANT,1111
SOFTWARE DEVELOPER,2174
"REGISTERED NURSE, CLINICAL NURSE CONSULTANT",3012
CITIZEN SERVICE OFFICER,4212
NURSING ATTENDANT,3413
REALTOR,6232
INFORMATION TECHNOLOGY ANALYST INFRASTRUCTURE INTAKE,2147
GAS FIELD OPERATOR,9232
ADMINISTRATOR,1221
ACCOUNT MANAGER,6411
OPERATOR,9232
STORE MANAGER,621
DRAFTSPERSON,2253
DESIGN ENGINEER,2148
GEOPHYSICAL TECHNOLOGIST,2212
SUPERVISOR  TAX COMPLIANCE,1228
SYNCRUDE SHOP MAINTENANCE MANAGER,714
SHOPPING CENTRE MANAGER,714
SCHOOL CUSTODIAN,6733
REFINERY ECONOMIST,4162
"PRESIDENT, CHARTERED ACCOUNTANT",13
ANIMAL BEHAVIORIST,6563
MANAGER,421
COORDINATOR OF HOME EDUCATION,422
FARMER,821
FARM LABOUR,8252
WELDER,7237
"EDUCATIONAL ASSISTANT, TEACHER",4413
INFORMATION TECHNOLOGY SPECIALIST,2171
REGISTERED NURSE,3012
OFFICE ADMINISTRATOR,1221
OWNER,711
MEDICAL LABORATORY ASSISTANT,3212
SENIOR STRUCTURAL ENGINEER,2131
OFFICE MANAGER,1221
FARM WIFE,8252
TAXI DRIVER,7513
"TEAM LEADER,  INFORMATION SERVICES",213
LAB ASSISTANT,3212
RECEPTIONIST,1414
OWNER,711
TAX ASSESSMENT CLERK,1431
ATHLETIC PROGRAM MANAGER,5254
FAMILY LAWYER,4112
ANIMAL HEALTH TECHNICIAN,3213
POLICE OFFICER,4311
aircraft groomer,6732
PARTSMAN II,1522
EXECUTIVE ASSISTANT,1222
SECRETARY,1241
MANAGER  REGULATORY,912
OWNER OPERATOR,632
ADMINISTRATIVE SUPPORT,1411
SECRETARY SOCIAL WORK DEPARTMENT,1241
SPEECH-LANGUAGE PATHOLOGIST,3141
DAIRY FARM OWNER,821
EQUIPMENT OPERATOR,7521
TEACHER,4032
"HOME MAKER, respite care",4412
EDUCATION SPECIALIST,4166
AGRICULTURE RESEARCH TECHNICIAN,2221
EDUCATIONAL ASSISTANT,4413
CUSTODIAN,6733
PRINCIPAL,422
FARMER,821
CORRECTIONAL OFFICER,4422
SPEECH THERAPY ASSISTANT,3237
OCCUPATIONAL THERAPIST,3143
COMMISSIONAIRE,6541
TEACHER,4032
DRIVER SERVICE SHUTTLE,7512
OWNER OPERATOR,1224
SENIOR LOANS OFFICER FOR AGRICULTURE,6235
aboriginal relations manager,423
PARTS SALES CLERK,1522
MEDICAL TRANSCRIPTIONIST,1251
MEDICAL OFFICE CLERK,1243
NURSERY MANAGER,821
TEACHING ASSISTANT,4413
CUSTOMER SERVICE MANAGER,6314
PERSONAL FINANCIAL SERVICES OFFICER,6235
PROJECT MANAGER,731
SURFACE LAND ADMINISTRATOR,1225
INFORMATION TECHNOLOGY ANALYST,2171
BOOKKEEPER,1311
PSYCHOLOGIST,4151
FINANCIAL ADVISOR,1114
COMMERCIAL LOAN OFFICER,6235
COOK,6322
SERVICE MAN,7312
TRANSIT OPERATOR,7512
OFFICE ADMINISTRATION,1221
INFORMATION TECHNOLOGY BUSINESS ANALYST,2171
CONSULTANT,1114
SHUTTLE DRIVER,7513
HEAD COOK,6322
FAMILY DOCTOR,3112
ADMINISTRATIVE SUPPORT,1411
MECHANIC,7312
CONTROLLER,1111
OFFICE MANAGER,1221
ADMINISTRATIVE OFFICE ASSISTANT I,1241
STAFF NURSE,3012
REGISTERED NURSE,3012
SCHOOL BUS DRIVER,7512
SALES MANAGER,124
SECRETARY  TREASURER,111
BOOKKEEPER,1311
FUEL AND LUBE TECHNICIAN,2212
TEACHER,4032
ADMINISTRATIVE ASSISTANT,1241
CREATIVE DIRECTOR,124
DELIVERY DRIVER,7511
RECORDS MANAGEMENT COORDINATOR,1211
"CLEANER, OWNER",714
REALTOR,6232
HUMAN RESOURCES ASSISTANT,1415
"OFFICE WORKER, TECHNICAL INSTALLER",7441
OFFICE MANAGER,1221
TRUCK DRIVER,7511
TECHNICAL SUPPORT CLERK,2282
ASSISTANT MANAGER,311
NURSE,3012
LIBRARIAN ASSISTANT,1451
OWNER,821
SECRETARY,1241
STAFF NURSE,3012
LAUNDRY AIDE,6741
GROUNDMAN,8612
TEACHER FACILITATOR,4032
SENIOR LEADER - TECHNICAL,213
ADMINISTRATION,1411
INFORMATION TECHNOLOGY CONSULTING,2171
SYSTEMS ADMINISTRATION,2281
EMERGENCY COMMUNICATIONS 911 POLICE OPERATOR,1525
utilities operator,9241
PROJECT MANAGER ASSISTANT,1222
telecoms operator,1525
PIPING MATERIAL SPECIALIST,2232
TELLER,6611
REGISTERED NURSE,3012
RESTAURANT OWNER AND OPERATOR,631
"CLIENT CARE MANAGER, REALTOR'S ASSISTANT",121
PROJECT MANAGER,711
FAMILY SPECIALIST,4153
GRAINS AND OILSEED PRODUCER,821
LAB TECHNICIAN,3212
DRIVER,7514
SALESPERSON,6421
consultant,5121
OWNER OPERATOR/MANAGER,631
PERSONAL FINANCIAL SERVICE OFFICER,6235
AIRLINE PILOT,2271
SERVICE CLERK,7452
"MANAGER, PROGRAM CROSS COMPLIANCE AND INVESTIGATION",412
COMPUTER DEVELOPER,2174
MECHANICAL CONSTRUCTION SUPERINTENDENT,711
ACCOUNTANT,1111
PERSONAL SUPPORT AIDE,3413
REGISTERED NURSE,3012
FREELANCE WEB DEVELOPER,2175
BULDING INSPECTOR,2264
owner operator,631
PRESIDENT,16
SEAMSTRESS,6342
CORPORATE SEMINAR PRESENTER,1121
RESEARCH TECHNICIAN,3212
LAND USE TECHNICIAN,2223
CALL CENTRE AGENT,6552
EXECUTIVE ASSOCIATE,1222
OPERATING ROOM AIDE,3413
"MAINTENANCE, CLEANING",6732
FARMER,821
REGISTERED NURSE,3012
MAINTENANCE WORKER,6733
MINISTER AND YOUTH DIRECTOR,4154
PIPELINE TECHNICIAN,7442
TRAFFIC SIGNALS TECHNICIAN,2241
REGISTERED NURSE,3012
SALES REPRESENTATIVE,6411
INSULATOR,7293
TEACHER,4032
SENIOR COMMUNICATIONS ADVISOR,1123
ADMINISTRATIVE ASSISTANT,1241
OFFICE ADMINISTRATOR,1221
CRIBBER,7441
UNIT CLERK,1243
LAWYER,4112
INSIDE SALES,6221
VISUAL ARTIST,5136
PUBLIC HEALTH NURSE,3012
